generazione,dna,tempo,accuracy,fitness
3,"[8, 22, 3, 176]",406.87767481803894,0.7788000106811523,0.2984521159029377
3,"[6, 15, 2, 90]",313.4051990509033,0.7587000131607056,0.30395341919925567
3,"[6, 22, 3, 132]",393.73231506347656,0.7657999992370605,0.2950831097140863
3,"[3, 32, 3, 96]",341.67488527297974,0.7312999963760376,0.28863918043016945
3,"[5, 30, 3, 150]",408.404837846756,0.7566999793052673,0.289802237711687
3,"[6, 29, 5, 174]",530.7345809936523,0.75,0.27524174258451745
3,"[10, 24, 3, 240]",445.546936750412,0.7290999889373779,0.27524700383820583
3,"[7, 17, 3, 119]",408.83821630477905,0.6735000014305115,0.2578926761866562
3,"[5, 27, 4, 135]",463.94449186325073,0.7080000042915344,0.2655199797007115
3,"[10, 27, 4, 270]",575.9039978981018,0.642300009727478,0.2326878794342385
3,"[8, 32, 4, 256]",512.4254450798035,0.7527999877929688,0.2778238345924718
3,"[10, 32, 5, 320]",605.3225562572479,0.7196000218391418,0.25866406231233796
4,"[6, 22, 2, 132]",390.48257207870483,0.7652000188827515,0.29526143314165926
4,"[4, 22, 3, 88]",416.99811816215515,0.7299000024795532,0.2785735294421603
4,"[8, 32, 3, 256]",488.3743827342987,0.7921000123023987,0.29459755099586704
4,"[6, 15, 3, 90]",395.4710671901703,0.7279999852180481,0.2803110624166619
4,"[5, 27, 5, 135]",548.5212888717651,0.7148000001907349,0.2609527232640014
4,"[5, 32, 3, 160]",434.8479449748993,0.8050000071525574,0.30511639657542017
4,"[6, 22, 3, 132]",455.48733496665955,0.7760999798774719,0.29193413467987583
4,"[6, 9, 3, 54]",396.71143412590027,0.6668000221252441,0.2566120876619744
4,"[5, 29, 3, 145]",463.25179386138916,0.7850000262260437,0.29446882284714376
4,"[3, 32, 4, 96]",427.59410190582275,0.6880000233650208,0.26149438708020883
4,"[8, 32, 4, 256]",546.8568398952484,0.7831000089645386,0.28602488993483793
4,"[8, 22, 4, 176]",550.6580078601837,0.7412999868392944,0.27046038386766635
4,"[6, 22, 3, 132]",494.4019830226898,0.7799000144004822,0.28948656140123147
4,"[8, 22, 3, 176]",502.91642689704895,0.7578999996185303,0.2805482776000618
4,"[6, 29, 5, 174]",608.8659608364105,0.763700008392334,0.27426613688327744
4,"[5, 29, 3, 145]",487.2118649482727,0.7771000266075134,0.2891300606079215
4,"[8, 22, 3, 176]",508.03214406967163,0.7644000053405762,0.2824947313777254
4,"[6, 26, 5, 156]",610.8120260238647,0.7567999958992004,0.2716529441154132
4,"[6, 22, 2, 132]",445.89253973960876,0.7851999998092651,0.2963879839404926
4,"[5, 15, 2, 75]",390.4184420108795,0.7391999959945679,0.28523686917223
